Year,POS,Player,Team,Gms,Rec,Yds,Avg,YPG,Lg,TD,FD,Tar,YAC
2014,WR,Donte Moncrief,Ind,16,32,444,13.88,27.8,79t,3,15,49,208
2014,WR,Levine Toilolo,Atl,16,31,238,7.68,14.9,20,2,15,53,100
2014,WR,Tavon Austin,Stl,15,31,242,7.81,16.1,28,0,12,44,169
2014,WR,Damaris Johnson,Hou,16,31,331,10.68,20.7,44t,1,15,49,183
2014,WR,Louis Murphy,TB,11,31,380,12.26,34.5,54,2,14,56,127
2014,WR,Charles Johnson,Min,12,31,475,15.32,39.6,56t,2,19,59,171
2014,WR,Devonta Freeman,Atl,16,30,225,7.5,14.1,36,1,8,37,170
2014,WR,Rashad Jennings,NYG,11,30,226,7.53,20.5,27,0,8,41,313
2014,WR,Stedman Bailey,Stl,14,30,435,14.5,31.1,38,1,19,46,182
2014,WR,Mark Ingram,NO,13,29,145,5,11.2,14,0,5,36,145
2014,WR,Jacquizz Rodgers,Atl,16,29,173,5.97,10.8,14,1,9,40,185
2014,WR,Donald Brown,SD,13,29,211,7.28,16.2,24,0,7,41,286
2014,WR,Paul Richardson,Sea,15,29,271,9.34,18.1,32,1,15,44,65
2014,WR,Brandon Gibson,Mia,14,29,295,10.17,21.1,40,1,15,51,109
2014,WR,Andrew Quarless,GB,16,29,323,11.14,20.2,34,3,20,46,160
2014,WR,Dwayne Allen,Ind,13,29,395,13.62,30.4,41t,8,24,50,167
2014,WR,LeSean McCoy,Phi,16,28,155,5.54,9.7,18,0,10,37,182
2014,WR,Justin Hunter,Ten,12,28,498,17.79,41.5,75t,3,20,67,178
2014,WR,Jerick McKinnon,Min,11,27,135,5,12.3,17,0,7,41,174
2014,WR,Danny Amendola,NE,16,27,200,7.41,12.5,21,1,12,42,74
2014,WR,Jeremy Hill,Cin,16,27,215,7.96,13.4,38,0,7,32,221
2014,WR,Trent Richardson,Ind,15,27,229,8.48,15.3,24,0,9,34,240
2014,WR,Lance Kendricks,Stl,16,27,259,9.59,16.2,23t,5,17,38,104
2014,WR,Dexter McCluster,Ten,14,26,197,7.58,14.1,25,1,10,36,138
2014,WR,Vernon Davis,SF,14,26,245,9.42,17.5,29t,2,11,50,49
2014,WR,Tim Wright,NE,16,26,259,9.96,16.2,30,6,18,33,94
2014,WR,Clay Harbor,Jax,13,26,289,11.12,22.2,59,1,12,35,179
2014,WR,Martavis Bryant,Pit,10,26,549,21.12,54.9,94t,8,16,49,190
2014,WR,Jonathan Stewart,Car,13,25,181,7.24,13.9,22,1,7,31,214
2014,WR,Jordan Todman,Jax,16,25,198,7.92,12.4,26,1,6,37,198
2014,WR,Anthony Fasano,KC,15,25,226,9.04,15.1,22,4,15,36,80
2014,WR,Eric Ebron,Det,13,25,248,9.92,19.1,22,1,14,47,125
2014,WR,Brian Quick,Stl,7,25,375,15,53.6,51t,3,19,39,72
2014,WR,Chris Johnson,NYJ,16,24,151,6.29,9.4,26,1,9,34,146
2014,WR,Kyle Rudolph,Min,9,24,231,9.62,25.7,23,2,13,34,116
2014,WR,Marlon Brown,Bal,14,24,255,10.62,18.2,22,0,16,31,98
2014,WR,Kamar Aiken,Bal,16,24,267,11.12,16.7,24,3,15,32,61
2014,WR,Dion Sims,Mia,14,24,284,11.83,20.3,38,2,13,36,111
2014,WR,Josh Gordon,Cle,5,24,303,12.62,60.6,32,0,16,47,161
2014,WR,Jeremy Ross,Det,16,24,314,13.08,19.6,59t,1,15,35,138
2014,WR,Jordan Cameron,Cle,10,24,424,17.67,42.4,81t,2,13,48,169
2014,WR,Denard Robinson,Jax,13,23,124,5.39,9.5,19,0,6,31,201
2014,WR,De'Anthony Thomas,KC,12,23,156,6.78,13,30,0,7,31,169
2014,WR,Jeff Cumberland,NYJ,16,23,247,10.74,15.4,28,3,12,47,96
2014,WR,Chase Ford,Min,11,23,258,11.22,23.5,22,1,15,35,62
2014,WR,Victor Cruz,NYG,6,23,337,14.65,56.2,61,1,13,41,174
2014,WR,Leon Washington,Ten,16,22,159,7.23,9.9,25,2,8,31,138
2014,WR,Brandon Myers,TB,14,22,190,8.64,13.6,26,0,8,32,60
2014,WR,Jaron Brown,Ari,16,22,229,10.41,14.3,26t,2,14,32,61
2014,WR,Luke Willson,Sea,15,22,362,16.45,24.1,80t,3,14,40,213
2014,WR,Ronnie Hillman,Den,8,21,139,6.62,17.4,16,1,6,34,108
2014,WR,Dan Herron,Ind,16,21,173,8.24,10.8,26,0,7,26,193
2014,WR,Damien Williams,Mia,16,21,187,8.9,11.7,32,1,13,27,151
2014,WR,Austin Seferian-Jenkins,TB,9,21,221,10.52,24.6,30,2,12,38,41
2014,WR,Kenbrell Thompkins,Oak,14,21,262,12.48,18.7,50,0,13,47,95
2014,WR,Brice Butler,Oak,15,21,280,13.33,18.7,55,2,14,36,83
2014,WR,Philly Brown,Car,13,21,296,14.1,22.8,47t,2,12,36,52
2014,WR,Benjamin Watson,NO,16,20,136,6.8,8.5,15t,2,9,31,78
2014,WR,Steven Jackson,Atl,15,20,148,7.4,9.9,17,0,6,27,121
2014,WR,Toby Gerhart,Jax,14,20,186,9.3,13.3,26,0,10,24,229
2014,WR,Richard Rodgers,GB,16,20,225,11.25,14.1,43,2,9,30,48
2014,WR,C.J. Spiller,Buf,9,19,125,6.58,13.9,25,1,6,22,186
2014,WR,Kyle Juszczyk,Bal,16,19,182,9.58,11.4,33,1,6,27,170
2014,WR,Charles Sims,TB,8,19,190,10,23.8,24,0,6,27,197
2014,WR,Rhett Ellison,Min,16,19,208,10.95,13,40,1,12,26,158
2014,WR,Ladarius Green,SD,14,19,226,11.89,16.1,28,0,12,25,114
2014,WR,Derek Hagan,Ten,16,19,254,13.37,15.9,38t,1,10,34,28
2014,WR,Jack Doyle,Ind,16,18,118,6.56,7.4,20,2,7,22,108
2014,WR,Chris Ivory,NYJ,16,18,123,6.83,7.7,23,1,4,27,120
2014,WR,Andre Williams,NYG,16,18,130,7.22,8.1,24,0,6,37,147
2014,WR,Bishop Sankey,Ten,16,18,133,7.39,8.3,18,0,5,23,148
2014,WR,James Starks,GB,16,18,140,7.78,8.8,28,0,6,29,121
2014,WR,Zac Stacy,Stl,13,18,152,8.44,11.7,17,0,9,23,157
2014,WR,Bruce Miller,SF,16,18,189,10.5,11.8,22,2,11,25,137
2014,WR,Garrett Graham,Hou,11,18,197,10.94,17.9,26,1,10,28,63
2014,WR,Marcedes Lewis,Jax,8,18,206,11.44,25.8,63t,2,10,31,141
2014,WR,Lance Dunbar,Dal,16,18,217,12.06,13.6,40,0,11,22,194
2014,WR,Travis Benjamin,Cle,16,18,314,17.44,19.6,43,3,14,46,43
2014,WR,Marquess Wilson,Chi,7,17,140,8.24,20,17,1,7,32,51
2014,WR,Latavius Murray,Oak,15,17,143,8.41,9.5,46,0,3,23,153
2014,WR,Alfred Morris,Was,16,17,155,9.12,9.7,26,0,8,26,154
2014,WR,Brandon Tate,Cin,16,17,193,11.35,12.1,50,1,12,26,71
2014,WR,Nick Toon,NO,8,17,215,12.65,26.9,24,1,13,23,42
2014,WR,Jim Dray,Cle,16,17,242,14.24,15.1,31,1,12,27,103
2014,WR,Dante Rosario,Chi,16,16,116,7.25,7.2,22,0,3,22,54
2014,WR,Dennis Pitta,Bal,3,16,125,7.81,41.7,24,0,7,21,55
2014,WR,Knile Davis,KC,16,16,147,9.19,9.2,70t,1,6,25,157
2014,WR,Tre Mason,Stl,12,16,148,9.25,12.3,35t,1,8,26,164
2014,WR,Bryce Brown,Buf,7,16,176,11,25.1,40,0,8,25,177
2014,WR,Robert Turbin,Sea,16,16,186,11.62,11.6,34,2,9,20,168
2014,WR,Daniel Fells,NYG,16,16,188,11.75,11.8,27t,4,12,20,85
2014,WR,Albert Wilson,KC,12,16,260,16.25,21.7,48,0,12,28,119
2014,WR,Alfred Blue,Hou,16,15,113,7.53,7.1,22,1,7,18,75
2014,WR,Donnie Avery,KC,6,15,176,11.73,29.3,27,0,8,26,37
2014,WR,Jacob Tamme,Den,15,14,109,7.79,7.3,26t,2,4,28,21
2014,WR,Josh Hill,NO,16,14,176,12.57,11,37,5,9,20,99
2014,WR,Ted Ginn Jr.,Ari,16,14,190,13.57,11.9,27,0,9,26,46
2014,WR,Lance Moore,Pit,14,14,198,14.14,14.1,29,2,11,26,40
2014,WR,Corey Fuller,Det,16,14,212,15.14,13.2,52,1,11,31,41
2014,WR,Brandon Lloyd,SF,14,14,294,21,21,80t,1,11,35,74
2014,WR,Doug Martin,TB,11,13,64,4.92,5.8,20,0,3,20,63
2014,WR,Logan Paulsen,Was,16,13,78,6,4.9,16t,1,2,16,46
2014,WR,Daniel Thomas,Mia,12,13,121,9.31,10.1,25,0,8,19,122
2014,WR,Brenton Bersin,Car,15,13,151,11.62,10.1,29,1,11,20,34
2014,WR,Gary Barnidge,Cle,13,13,156,12,12,28,0,9,25,41
2014,WR,Antone Smith,Atl,10,13,222,17.08,22.2,74t,3,5,15,233
2014,WR,Carlos Hyde,SF,14,12,68,5.67,4.9,16,0,3,16,65
2014,WR,Mike Tolbert,Car,8,12,93,7.75,11.6,18,0,4,17,100
2014,WR,Justin Brown,Pit,8,12,94,7.83,11.8,18,0,4,21,22
2014,WR,Junior Hemingway,KC,14,12,108,9,7.7,17,0,8,21,68
2014,WR,Denarius Moore,Oak,10,12,115,9.58,11.5,28,0,6,27,40
2014,WR,Vincent Brown,Oak,7,12,118,9.83,16.9,20,0,6,21,47
2014,WR,Austin Pettis,Stl,5,12,118,9.83,23.6,27,1,7,18,50
2014,WR,Rishard Matthews,Mia,14,12,135,11.25,9.6,23,2,9,22,42
2014,WR,Dontrelle Inman,SD,7,12,158,13.17,22.6,28,0,7,17,14
2014,WR,Cooper Helfet,Sea,10,12,185,15.42,18.5,36,2,9,24,69
2014,WR,Terrance West,Cle,14,11,64,5.82,4.6,11,1,3,13,53
2014,WR,Maurice Jones-Drew,Oak,12,11,71,6.45,5.9,12,0,3,16,44
2014,WR,Stepfan Taylor,Ari,14,11,79,7.18,5.6,18,3,5,15,65
2014,WR,Darrel Young,Was,16,11,81,7.36,5.1,20t,2,5,14,53
2014,WR,Bilal Powell,NYJ,15,11,92,8.36,6.1,20,0,5,15,96
2014,WR,Frank Gore,SF,16,11,111,10.09,6.9,55t,1,2,19,102
2014,WR,Chris Givens,Stl,14,11,159,14.45,11.4,47t,1,5,20,44
2014,WR,Ricardo Lockette,Sea,16,11,195,17.73,12.2,48,2,5,15,68
2014,WR,LeGarrette Blount,Pit,16,10,54,5.4,3.4,13,0,4,12,61
2014,WR,Josh Morgan,Chi,14,10,70,7,5,13,1,4,19,50
2014,WR,Brandon Pettigrew,Det,14,10,70,7,5,13,0,4,15,31
2014,WR,Anthony Sherman,KC,16,10,71,7.1,4.4,24,1,4,14,65
2014,WR,Ryan Hewitt,Cin,16,10,86,8.6,5.4,19,0,3,15,57
2014,WR,Peyton Hillis,NYG,9,10,87,8.7,9.7,26,0,2,16,93
2014,WR,Ryan Griffin,Hou,16,10,91,9.1,5.7,25,1,5,16,36
2014,WR,Eric Weems,Atl,16,10,102,10.2,6.4,40,2,5,11,28
2014,WR,Ed Dickson,Car,16,10,115,11.5,7.2,34,1,9,17,63
2014,WR,Santana Moss,Was,10,10,116,11.6,11.6,19,0,6,15,74
2014,WR,Crockett Gillmore,Bal,15,10,121,12.1,8.1,22,1,8,15,59
2014,WR,Erik Lorig,NO,10,9,27,3,2.7,14,1,2,10,34
2014,WR,Ben Tate,Cle,8,9,60,6.67,7.5,23,0,3,12,45
2014,WR,Montee Ball,Den,5,9,62,6.89,12.4,16,0,2,13,52
2014,WR,Joe Banyard,Min,15,9,62,6.89,4.1,12,0,4,11,71
2014,WR,Patrick DiMarco,Atl,16,9,62,6.89,3.9,16,1,4,14,45
2014,WR,Ryan Mathews,SD,6,9,69,7.67,11.5,16,0,4,10,63
2014,WR,Rod Streater,Oak,3,9,84,9.33,28,17,1,5,13,30
2014,WR,Isaiah Crowell,Cle,16,9,87,9.67,5.4,19,0,4,14,68
2014,WR,A.J. Jenkins,KC,9,9,93,10.33,10.3,27,0,5,15,43
2014,WR,Kevin Norwood,Sea,9,9,102,11.33,11.3,31,0,5,10,40
2014,WR,Derek Carrier,SF,11,9,105,11.67,9.5,23,0,4,14,37
2014,WR,Gavin Escobar,Dal,16,9,105,11.67,6.6,26t,4,7,13,22
2014,WR,Dane Sanzenbacher,Cin,10,9,105,11.67,10.5,26,0,5,15,43
2014,WR,Rob Housler,Ari,15,9,129,14.33,8.6,27,0,7,17,84
2014,WR,Jacoby Jones,Bal,16,9,131,14.56,8.2,31,0,6,18,83
2014,WR,MarQueis Gray,Min,13,9,134,14.89,10.3,41,0,4,11,90
2014,WR,Anthony Dixon,Buf,16,8,49,6.12,3.1,10,0,3,9,44
2014,WR,Cory Harkey,Stl,16,8,55,6.88,3.4,21,1,5,11,37
2014,WR,Khiry Robinson,NO,10,8,63,7.88,6.3,17,0,2,11,86
2014,WR,David Nelson,NYJ,6,8,65,8.12,10.8,17,0,4,16,3
2014,WR,Santonio Holmes,Chi,9,8,67,8.38,7.4,15,0,6,14,25
2014,WR,Josh Huff,Phi,12,8,98,12.25,8.2,44,0,4,18,77
2014,WR,Silas Redd,Was,15,8,107,13.38,7.1,37,0,5,10,103
2014,WR,Lorenzo Taliaferro,Bal,13,8,114,14.25,8.8,29,0,4,10,94
2014,WR,Tony Moeaki,Sea,6,8,134,16.75,22.3,63,1,6,13,72
2014,WR,Adam Thielen,Min,16,8,137,17.12,8.6,44t,1,7,13,34
2014,WR,Robert Hughes,Ari,16,8,140,17.5,8.8,49,0,7,12,110
2014,WR,Mike Williams,Buf,9,8,142,17.75,15.8,80t,1,3,19,35
2014,WR,Greg Salas,NYJ,10,8,167,20.88,16.7,51,0,6,23,114
2014,WR,Dri Archer,Pit,12,7,23,3.29,1.9,15,0,0,10,28
2014,WR,Marion Grice,Ari,10,7,29,4.14,2.9,15,0,3,11,41
2014,WR,Luke Stocker,TB,13,7,41,5.86,3.2,11,0,2,11,17
2014,WR,Lee Smith,Buf,14,7,42,6,3,18,1,3,8,24
2014,WR,Chris Gragg,Buf,10,7,48,6.86,4.8,14,1,4,10,22
2014,WR,Rex Burkhead,Cin,9,7,49,7,5.4,15,0,3,10,39
2014,WR,Ryan Grant,Was,16,7,68,9.71,4.2,21,0,4,15,23
2014,WR,Will Ta'ufo'ou,Jax,16,7,81,11.57,5.1,26,0,4,8,69
2014,WR,Mike Brown,Jax,5,7,88,12.57,17.6,17,0,5,15,17
2014,WR,Michael Campanaro,Bal,4,7,102,14.57,25.5,19t,1,5,9,35
2014,WR,Robert Meachem,NO,11,7,114,16.29,10.4,25,0,7,21,21
2014,WR,Dwayne Harris,Dal,16,7,116,16.57,7.2,56,0,2,12,36
2014,WR,Chris Thompson,Was,2,6,27,4.5,13.5,9t,1,2,7,36
2014,WR,Brian Leonhardt,Oak,12,6,35,5.83,2.9,12,1,2,8,9
2014,WR,Jerrel Jernigan,NYG,2,6,40,6.67,20,11,0,2,9,10
2014,WR,Will Johnson,Pit,16,6,41,6.83,2.6,18,0,3,10,33
2014,WR,James Develin,NE,16,6,43,7.17,2.7,13,0,3,8,32
2014,WR,Kris Durham,Ten,4,6,54,9,13.5,14,0,2,11,15
2014,WR,Ace Sanders,Jax,12,6,55,9.17,4.6,24,0,1,7,24
2014,WR,Bryan Walters,Sea,13,6,57,9.5,4.4,17,0,3,11,39
2014,WR,Robert Herron,TB,8,6,58,9.67,7.2,16,1,3,12,26
2014,WR,Bruce Ellington,SF,13,6,62,10.33,4.8,20t,2,5,12,33
2014,WR,Chase Coffman,Ten,13,6,64,10.67,4.9,18,1,4,14,19
2014,WR,Joe McKnight,KC,2,6,64,10.67,32,26,2,5,7,52
2014,WR,Zurlon Tipton,Ind,6,6,68,11.33,11.3,32,1,5,6,72
2014,WR,Greg Little,Cin,6,6,69,11.5,11.5,21,0,3,12,33
2014,WR,Joseph Fauria,Det,7,6,74,12.33,10.6,26,1,4,12,34
2014,WR,Virgil Green,Den,13,6,74,12.33,5.7,38,1,5,6,45
2014,WR,Zach Miller,Sea,3,6,76,12.67,25.3,24,0,3,7,29
2014,WR,Keshawn Martin,Hou,16,6,78,13,4.9,32,0,3,12,57
2014,WR,Chris Owusu,TB,8,6,78,13,9.8,36,1,4,6,4
2014,WR,Jonathan Grimes,Hou,16,6,86,14.33,5.4,31,0,4,8,75
2014,WR,Frank Summers,Buf,10,5,9,1.8,0.9,4,0,0,8,7
2014,WR,Jamize Olawale,Oak,16,5,18,3.6,1.1,7,2,2,6,7
2014,WR,Kevin Brock,Cin,14,5,21,4.2,1.5,10,0,2,6,10
2014,WR,James White,NE,3,5,23,4.6,7.7,11,0,1,5,24
2014,WR,Jackie Battle,Ten,16,5,28,5.6,1.8,12,0,2,5,24
2014,WR,Darrin Reaves,Car,6,5,31,6.2,5.2,16,0,1,8,42
2014,WR,Danny Woodhead,SD,3,5,34,6.8,11.3,14,0,4,6,33
2014,WR,Jed Collins,Det,16,5,39,7.8,2.4,24,1,2,6,38
2014,WR,Ronnie Brown,SD,10,5,44,8.8,4.4,24,0,1,8,30
2014,WR,DeAngelo Williams,Car,6,5,44,8.8,7.3,30,0,2,6,57
2014,WR,Jeff Maehl,Phi,8,5,46,9.2,5.8,15,0,1,5,11
2014,WR,Andre Caldwell,Den,16,5,47,9.4,2.9,15,0,4,15,18
2014,WR,Orleans Darkwa,NYG,11,5,48,9.6,4.4,17,0,2,6,41
2014,WR,Kevin Ogletree,NYG,7,5,50,10,7.1,15,0,2,9,14
2014,WR,Adrien Robinson,NYG,16,5,50,10,3.1,29,1,3,7,50
2014,WR,Corey Washington,NYG,14,5,52,10.4,3.7,20,1,4,8,14
2014,WR,Ka'Deem Carey,Chi,14,5,57,11.4,4.1,18,0,2,6,43
2014,WR,Fozzy Whittaker,Car,10,5,60,12,6,26t,1,2,6,78
2014,WR,Darren Fells,Ari,10,5,71,14.2,7.1,24,0,4,11,21
2014,WR,Brian Tyms,NE,11,5,82,16.4,7.5,43t,1,3,11,3
2014,WR,Zach Sudfeld,NYJ,16,5,85,17,5.3,38,0,3,7,58
2014,WR,James Wright,Cin,11,5,91,18.2,8.3,30,0,5,16,36
2014,WR,Stevan Ridley,NE,6,4,20,5,3.3,7,0,0,5,31
2014,WR,John Kuhn,GB,16,4,23,5.75,1.4,9,0,0,4,25
2014,WR,Joseph Randle,Dal,16,4,23,5.75,1.4,14,0,1,5,27
2014,WR,Juwan Thompson,Den,15,4,25,6.25,1.7,14,0,0,7,21
2014,WR,C.J. Fiedorowicz,Hou,15,4,28,7,1.9,9,1,1,7,10
2014,WR,Brandon Williams,Car,14,4,44,11,3.1,16,0,4,8,8
2014,WR,Seyi Ajirotutu,SD,16,4,45,11.25,2.8,17,0,4,12,10
2014,WR,Frankie Hammond,KC,16,4,45,11.25,2.8,22,0,2,11,15
2014,WR,James Hanna,Dal,16,4,48,12,3,27,0,3,6,14
2014,WR,Russell Shepard,TB,16,4,63,15.75,3.9,23,0,3,8,22
2014,WR,Joseph Morgan,NO,5,4,92,23,18.4,62,0,3,10,23
2014,WR,J.J. Watt,Hou,16,3,4,1.33,0.2,2t,3,3,3,2
2014,WR,Alfonso Smith,SF,6,3,11,3.67,1.8,5,0,0,4,20
2014,WR,Ray Agnew,Cle,12,3,15,5,1.2,12,0,1,9,10
2014,WR,Trey Watts,Stl,14,3,18,6,1.3,11,0,2,4,15
2014,WR,Demetrius Harris,KC,8,3,20,6.67,2.5,10,0,1,5,4
2014,WR,Harold Hoskins,Mia,11,3,21,7,1.9,14,0,2,4,12
2014,WR,Jarrett Boykin,GB,13,3,23,7.67,1.8,11,0,1,12,27
2014,WR,Cedric Peerman,Cin,16,3,27,9,1.7,17,0,1,5,24
2014,WR,Fitzgerald Toussaint,Bal,4,3,27,9,6.8,15,0,1,6,31
2014,WR,Phillip Supernaw,KC,8,3,30,10,3.8,29,0,1,3,22
2014,WR,Darrius Heyward-Bey,Pit,16,3,33,11,2.1,17,0,1,5,0
2014,WR,Tyler Eifert,Cin,1,3,37,12.33,37,20,0,2,3,8
2014,WR,Aaron Dobson,NE,4,3,38,12.67,9.5,16,0,2,5,21
2014,WR,Troy Niklas,Ari,7,3,38,12.67,5.4,17,0,2,3,18
2014,WR,Michael Hoomanawanui,NE,16,3,44,14.67,2.8,23,0,2,6,5
2014,WR,Quinton Patton,SF,4,3,44,14.67,11,35,0,1,8,0
2014,WR,Matt Spaeth,Pit,15,3,46,15.33,3.1,33t,1,2,4,16
2014,WR,James Casey,Phi,16,3,59,19.67,3.7,26t,2,3,3,4
2014,WR,T.J. Graham,NYJ,12,3,87,29,7.2,67t,1,2,8,21
2014,WR,Gabe Jackson,Oak,13,2,-5,-2.5,-0.4,1,0,0,2,-4
2014,WR,Brandon Bostick,GB,13,2,3,1.5,0.2,2,1,1,4,1
2014,WR,Bear Pascoe,Atl,16,2,3,1.5,0.2,2,1,1,2,1
2014,WR,Brandon Bolden,NE,16,2,8,4,0.5,4,0,0,6,11
2014,WR,Jonathan Dwyer,Ari,2,2,8,4,4,5,0,0,3,9
2014,WR,Michael Cox,NYG,4,2,9,4.5,2.2,9,0,0,3,16
2014,WR,Antonio Andrews,Ten,4,2,11,5.5,2.8,6,0,0,2,9
2014,WR,Kerwynn Williams,Ari,5,2,11,5.5,2.2,6,0,0,6,13
2014,WR,Tavarres King,TB,2,2,13,6.5,6.5,7,0,1,3,4
2014,WR,Bernard Pierce,Bal,13,2,13,6.5,1,7,0,0,6,10
2014,WR,David Ausberry,Oak,6,2,14,7,2.3,7,0,0,4,2
2014,WR,Austin Johnson,NO,7,2,15,7.5,2.1,13t,1,2,2,16
2014,WR,Nic Jacobs,Jax,13,2,16,8,1.2,14,1,2,3,4
2014,WR,Jeff Janis,GB,3,2,16,8,5.3,9,0,2,2,1
2014,WR,Chris Polk,Phi,14,2,16,8,1.1,15,0,1,3,21
2014,WR,Adrian Peterson,Min,1,2,18,9,18,9,0,1,3,20
2014,WR,Devin Street,Dal,16,2,18,9,1.1,9,0,1,7,5
2014,WR,Cody Latimer,Den,8,2,23,11.5,2.9,14,0,1,4,16
2014,WR,Griff Whalen,Ind,10,2,23,11.5,2.3,18,0,2,3,1
2014,WR,Taylor Thompson,Ten,3,2,24,12,8,13,0,2,4,10
2014,WR,Ryan Broyles,Det,5,2,25,12.5,5,21,0,2,5,9
2014,WR,Craig Stevens,Ten,5,2,26,13,5.2,20,0,1,2,17
2014,WR,Derrick Coleman,Sea,5,2,29,14.5,5.8,15t,1,2,2,24
2014,WR,Tommy Bohanon,NYJ,4,2,30,15,7.5,16,0,2,2,30
2014,WR,Vance McDonald,SF,8,2,30,15,3.8,21,0,0,8,26
2014,WR,John Conner,NYJ,12,2,35,17.5,2.9,26,1,2,3,27
2014,WR,Garrett Celek,SF,3,2,53,26.5,17.7,31,0,2,2,7
2014,WR,Mike James,TB,11,1,-5,-5,-0.5,-5,0,0,1,0
2014,WR,Storm Johnson,Jax,6,1,-4,-4,-0.7,-4,0,0,1,0
2014,WR,Ryan Tannehill,Mia,16,1,-4,-4,-0.2,-4,0,0,1,3
2014,WR,Senorise Perry,Chi,16,1,-1,-1,-0.1,-1,0,0,1,1
2014,WR,Shaun Hill,Stl,9,1,0,0,0,0,0,0,1,0
2014,WR,Maurkice Pouncey,Pit,16,1,0,0,0,0,0,0,1,0
2014,WR,Khalif Barnes,Oak,14,1,1,1,0.1,1,0,0,1,3
2014,WR,Drew Brees,NO,16,1,1,1,0.1,1,0,0,1,1
2014,WR,Anthony Castonzo,Ind,16,1,1,1,0.1,1t,1,1,1,0
2014,WR,Tyler Clutts,Dal,16,1,1,1,0.1,1,0,0,1,0
2014,WR,Michael Palmer,Pit,15,1,1,1,0.1,1t,1,1,2,0
2014,WR,John Phillips,SD,16,1,1,1,0.1,1t,1,1,1,0
2014,WR,Isa Abdul-Quddus,Det,16,1,3,3,0.2,3,0,0,1,7
2014,WR,Jorvorskie Lane,TB,9,1,3,3,0.3,3,0,0,1,2
2014,WR,Donald Penn,Oak,16,1,3,3,0.2,3t,1,1,1,0
2014,WR,Kevin Dorsey,GB,3,1,4,4,1.3,4,0,0,2,9
2014,WR,David Johnson,SD,14,1,4,4,0.3,4,0,0,1,2
2014,WR,Will Tukuafu,Sea,9,1,4,4,0.4,4,0,1,2,2
2014,WR,Aldrick Robinson,Was,5,1,6,6,1.2,6,0,0,3,8
2014,WR,Brian Schwenke,Ten,11,1,6,6,0.5,6,0,0,1,8
2014,WR,Jonas Gray,NE,8,1,7,7,0.9,7,0,0,3,3
2014,WR,Jalen Saunders,NO,6,1,7,7,1.2,7,0,0,1,3
2014,WR,Joshua Cribbs,Ind,6,1,8,8,1.3,8,0,0,1,1
2014,WR,Marcel Jensen,Jax,1,1,8,8,8,8,0,0,1,3
2014,WR,Knowshon Moreno,Mia,3,1,8,8,2.7,8,0,0,1,9
2014,WR,Micheal Spurlock,Chi,1,1,8,8,8,8,0,0,3,6
2014,WR,Karl Klug,Ten,16,1,9,9,0.6,9,0,1,1,6
2014,WR,DuJuan Harris,GB,15,1,11,11,0.7,11,0,1,2,10
2014,WR,Courtney Roby,Atl,4,1,11,11,2.8,11,0,1,2,1
2014,WR,Brad Smith,Phi,13,1,11,11,0.8,11,0,1,3,13
2014,WR,Christine Michael,Sea,10,1,12,12,1.2,12,0,0,2,18
2014,WR,Shonn Greene,Ten,13,1,13,13,1,13,0,1,3,10
2014,WR,Damian Williams,Mia,1,1,14,14,14,14,0,1,1,1
2014,WR,Brian Leonard,NO,1,1,15,15,15,15,0,1,1,10
2014,WR,Joe Webb,Car,7,1,16,16,2.3,16,0,1,3,0
2014,WR,Cameron Brate,TB,5,1,17,17,3.4,17,0,1,1,4
2014,WR,Russell Wilson,Sea,16,1,17,17,1.1,17,0,1,1,2
2014,WR,Andy Dalton,Cin,16,1,18,18,1.1,18t,1,1,1,18
2014,WR,Jay Prosch,Hou,16,1,24,24,1.5,24,0,1,4,17
2014,WR,Valentino Blake,Pit,16,1,25,25,1.6,25,0,1,1,12
2014,WR,DeVier Posey,Hou,1,1,30,30,30,30,0,1,1,3
2014,WR,Marquise Goodwin,Buf,10,1,42,42,4.2,42,0,1,9,6
2014,WR,Ben Roethlisberger,Pit,16,0,-6,0,-0.4,-6,0,0,0,-6
2014,WR,Will Allen,Pit,16,0,0,0,0,0,0,0,1,0
2014,WR,Josh Bellamy,Chi,4,0,0,0,0,0,0,0,1,0
2014,WR,Eben Britton,Chi,10,0,0,0,0,0,0,0,1,0
2014,WR,Isaiah Burse,Den,12,0,0,0,0,0,0,0,1,0
2014,WR,Derek Carr,Oak,16,0,0,0,0,0,0,0,1,0
2014,WR,Asante Cleveland,SF,6,0,0,0,0,0,0,0,1,0
2014,WR,Kellen Davis,Det,6,0,0,0,0,0,0,0,3,0
2014,WR,Jerome Felton,Min,16,0,0,0,0,0,0,0,2,0
2014,WR,Richard Gordon,KC,2,0,0,0,0,0,0,0,1,0
2014,WR,Leonard Hankerson,Was,1,0,0,0,0,0,0,0,1,0
2014,WR,Brian Hoyer,Cle,14,0,0,0,0,0,0,0,1,0
2014,WR,LaMichael James,Mia,2,0,0,0,0,0,0,0,1,0
2014,WR,Steve Maneri,NE,1,0,0,0,0,0,0,0,1,0
2014,WR,Freddie Martino,Atl,1,0,0,0,0,0,0,0,1,0
2014,WR,Dewey McDonald,Ind,12,0,0,0,0,0,0,0,1,0
2014,WR,Chris Ogbonnaya,Car,5,0,0,0,0,0,0,0,1,0
2014,WR,Kassim Osgood,SF,13,0,0,0,0,0,0,0,1,0
2014,WR,Julius Peppers,GB,16,0,0,0,0,0,0,0,1,0
