Year,POS,Player,Team,Gms,Rec,Yds,Avg,YPG,Lg,TD,FD,Tar,YAC
2014,WR,De'Andre Presley,Car,4,0,0,0,0,0,0,0,1,0
2014,WR,Gerell Robinson,Mia,2,0,0,0,0,0,0,0,1,0
2014,WR,Mickey Shuler,Jax,3,0,0,0,0,0,0,0,3,0
2014,WR,Geno Smith,NYJ,14,0,0,0,0,0,0,0,1,0
2014,WR,Rodney Smith,Cle,3,0,0,0,0,0,0,0,1,0
2014,WR,Tommy Streeter,Jax,2,0,0,0,0,0,0,0,1,0
2014,WR,Marcus Thigpen,TB,4,0,0,0,0,0,0,0,1,0
2014,WR,Jordan Thompson,Det,2,0,0,0,0,0,0,0,1,0
2014,WR,Charcandrick West,KC,6,0,0,0,0,0,0,0,1,0
2014,WR,George Winn,Det,12,0,0,0,0,0,0,0,3,0
2014,WR,Charlie Whitehurst,Ten,7,0,10,0,1.4,10,0,0,0,10
