Year,POS,Player,Team,Num,Yds,Avg,FC,Lg,TD
2012,KR,Joique Bell,Det,2,54,27,0,30,0
2012,KR,LaVon Brazill,Ind,3,50,16.67,0,20,0
2012,KR,Mewelde Moore,Ind,3,50,16.67,0,24,0
2012,KR,Tiquan Underwood,TB,2,47,23.5,0,25,0
2012,KR,Mike Thomas,Jax,3,46,15.33,0,20,0
2012,KR,DeAngelo Hall,Was,1,43,43,0,43,0
2012,KR,Danny Woodhead,NE,2,43,21.5,0,23,0
2012,KR,Jeremy Stewart,Oak,3,43,14.33,0,16,0
2012,KR,Antonio Cromartie,NYJ,2,42,21,0,22,0
2012,KR,Jorvorskie Lane,Mia,2,42,21,0,24,0
2012,KR,Andre Brown,NYG,3,42,14,0,22,0
2012,KR,Evan Royster,Was,2,39,19.5,0,22,0
2012,KR,Matt Slater,NE,2,39,19.5,0,20,0
2012,KR,Kyle Adams,Chi,3,38,12.67,0,15,0
2012,KR,Julian Edelman,NE,3,38,12.67,0,32,0
2012,KR,Cedric Peerman,Cin,2,37,18.5,0,19,0
2012,KR,Marcel Reece,Oak,1,36,36,0,36,0
2012,KR,Cyrus Gray,KC,1,33,33,0,33,0
,,,,,,,,,
