Year,POS,Player,Team,Sack
2013,DEF,Donte Whitner,SF,0
2013,DEF,Alan Ball,Jax,0
2013,DEF,Terence Newman,Cin,0
2013,DEF,James Laurinaitis,Stl,3.5
2013,DEF,Bobby Wagner,Sea,5
2013,DEF,Melvin White,Car,0
2013,DEF,Jerrell Freeman,Ind,5.5
2013,DEF,Carlos Rogers,SF,0
2013,DEF,Trumaine McBride,NYG,0
2013,DEF,Rahim Moore,Den,0
2013,DEF,Erin Henderson,Min,4
2013,DEF,Lardarius Webb,Bal,0
2013,DEF,Dwayne Gratz,Jax,0
2013,DEF,Eric Weddle,SD,1
2013,DEF,Jimmy Wilson,Mia,0
2013,DEF,Dannell Ellerbe,Mia,1
2013,DEF,Lawrence Timmons,Pit,3
2013,DEF,Ron Parker,KC,1
2013,DEF,Vincent Rey,Cin,4
2013,DEF,Bradley Fletcher,Phi,0
2013,DEF,Chris Houston,Det,0
2013,DEF,Malcolm Jenkins,NO,2.5
2013,DEF,Antoine Cason,Ari,0
2013,DEF,Troy Polamalu,Pit,2
2013,DEF,Will Hill,NYG,0
2013,DEF,Geno Hayes,Jax,1
2013,DEF,Will Allen,Pit,0
2013,DEF,Drayton Florence,Car,0
2013,DEF,Chris Crocker,Cin,1.5
2013,DEF,Cortez Allen,Pit,0
2013,DEF,Marcus Gilchrist,SD,1
2013,DEF,Duron Harmon,NE,0
2013,DEF,Derrick Johnson,KC,4.5
2013,DEF,Tracy Porter,Oak,1.5
2013,DEF,David Amerson,Was,0
2013,DEF,DeMeco Ryans,Phi,4
2013,DEF,Major Wright,Chi,0
2013,DEF,Antoine Bethea,Ind,1
2013,DEF,Daryl Washington,Ari,3
2013,DEF,Ryan Clark,Pit,0
2013,DEF,T.J. Ward,Cle,1.5
2013,DEF,Brandon Meriweather,Was,1
2013,DEF,Paul Posluszny,Jax,3
2013,DEF,Malcolm Smith,Sea,1
2013,DEF,Captain Munnerlyn,Car,3.5
2013,DEF,NaVorro Bowman,SF,5
2013,DEF,Sean Smith,KC,0
2013,DEF,Prince Amukamara,NYG,0
2013,DEF,Connor Barwin,Phi,5
2013,DEF,T.J. McDonald,Stl,1
2013,DEF,Justin Tuck,NYG,11
2013,DEF,George Iloka,Cin,0
2013,DEF,Jonathan Bostic,Chi,2
2013,DEF,Kevin Burnett,Oak,2.5
2013,DEF,Jarrett Bush,GB,0
2013,DEF,Chris Carr,NO,0
2013,DEF,Tony Carter,Den,0
2013,DEF,Barry Church,Dal,0
2013,DEF,Morris Claiborne,Dal,0
2013,DEF,Chris Clemons,Mia,0
2013,DEF,Marquice Cole,NE,0
2013,DEF,Vontae Davis,Ind,0
2013,DEF,Demario Davis,NYJ,1
2013,DEF,Alfonzo Dennard,NE,0
2013,DEF,Dashon Goldson,TB,0
2013,DEF,Michael Griffin,Ten,0
2013,DEF,Leon Hall,Cin,0
2013,DEF,Roman Harper,NO,0
2013,DEF,D.J. Hayden,Oak,0
2013,DEF,Jeff Heath,Dal,0
2013,DEF,D'Qwell Jackson,Cle,1.5
2013,DEF,Manny Lawson,Buf,4
2013,DEF,Sean Lissemore,SD,2
2013,DEF,Brice McCain,Hou,0
2013,DEF,Devin McCourty,NE,0
2013,DEF,Leodis McKelvin,Buf,0
2013,DEF,Johnny Patrick,SD,1.5
2013,DEF,Perry Riley,Was,3
2013,DEF,Nick Roach,Oak,5.5
2013,DEF,Justin Rogers,Buf,0
2013,DEF,Marcus Sherels,Min,0
2013,DEF,D.J. Swearinger,Hou,0
2013,DEF,Cam Thomas,SD,0
2013,DEF,Michael Thomas,Mia,0
2013,DEF,Josh Thomas,Car,0
2013,DEF,Stephen Tulloch,Det,3.5
2013,DEF,DeAngelo Tyson,Bal,2
2013,DEF,Demarcus Ware,Dal,6
2013,DEF,Dekoda Watson,TB,2
2013,DEF,Kevin Williams,Min,3.5
2013,DEF,George Wilson,Ten,0
2013,DEF,Josh Wilson,Was,2
2013,DEF,Earl Wolff,Phi,0
2013,DEF,Wesley Woodyard,Den,1.5
2013,DEF,Eric Wright,SF,0
2013,DEF,Will Blackmon,Jax,1
2013,DEF,Cortland Finnegan,Stl,0
2013,DEF,A.J. Jefferson,Min,0
2013,DEF,Kendrick Lewis,KC,0
2013,DEF,Colin McCarthy,Ten,0
2013,DEF,Asante Samuel,Atl,0
2013,DEF,Andrew Sendejo,Min,0
2013,DEF,Derek Cox,SD,0
2013,DEF,Jose Gumbs,Was,0
2013,DEF,Terrance Knighton,Den,3
2013,DEF,Dan Williams,Ari,1
2013,DEF,Mike Adams,Den,0
2013,DEF,Zach Brown,Ten,4
2013,DEF,Clinton McDonald,Sea,5.5
2013,DEF,Shaun Phillips,Den,10
2013,DEF,Brandon Spikes,NE,0
2013,DEF,Pat Angerer,Ind,0.5
2013,DEF,Rob Jackson,Was,2
2013,DEF,Shiloh Keo,Hou,0
2013,DEF,Kyle Arrington,NE,2
2013,DEF,Akeem Ayers,Ten,1
2013,DEF,William Hayes,Stl,5
2013,DEF,Janoris Jenkins,Stl,1
2013,DEF,Mike Neal,GB,5
2013,DEF,Darryl Skrine,Cle,1
2013,DEF,Frank Zombo,KC,2
2013,DEF,Will Herring,NO,0
2013,DEF,Tony Jerod-Eddie,SF,0
2013,DEF,Thomas Keiser,SD,4.5
2013,DEF,Muhammad Wilkerson,NYJ,10.5
2013,DEF,Josh Gordy,Ind,0
2013,DEF,A.J. Hawk,GB,5
2013,DEF,Michael Johnson,Cin,3.5
2013,DEF,Ryan Davis,Jax,1
2013,DEF,Bruce Irvin,Sea,2
2013,DEF,Jon Beason,NYG,0
2013,DEF,James Harrison,Cin,2
2013,DEF,Jerraud Powers,Ari,0
2013,DEF,Aaron Ross,NYG,0
2013,DEF,Tamba Hali,KC,11
2013,DEF,Kayvon Webster,Den,0
2013,DEF,Davon House,GB,1
2013,DEF,Vontaze Burfict,Cin,3
2013,DEF,Craig Robertson,Cle,3
2013,DEF,Charles Woodson,Oak,2
2013,DEF,Rey Maualuga,Cin,1
2013,DEF,Julius Peppers,Chi,7
2013,DEF,Edjuan Biggers,Was,0
2013,DEF,Jordan Pugh,Was,0
2013,DEF,Brian Cushing,Hou,1.5
2013,DEF,Matt Elam,Bal,0
2013,DEF,Nickell Robey,Buf,3
2013,DEF,Will Witherspoon,Stl,0
2013,DEF,William Gay,Pit,1
2013,DEF,Sterling Moore,Dal,0
2013,DEF,Ahmad Brooks,SF,8.5
2013,DEF,Jabari Greer,NO,0
2013,DEF,Antonio Allen,NYJ,1
2013,DEF,David Bass,Chi,1
2013,DEF,Jason Pierre-Paul,NYG,2
2013,DEF,Reed Doughty,Was,0
2013,DEF,Reshad Jones,Mia,1.5
2013,DEF,Greg Toler,Ind,0
2013,DEF,Usama Young,Oak,2.5
2013,DEF,Jonathan Cyprien,Jax,1
2013,DEF,Brian Orakpo,Was,10
2013,DEF,Walter Thurmond,Sea,1
2013,DEF,Kenny Vaccaro,NO,1
2013,DEF,Donald Butler,SD,0.5
2013,DEF,Shaun Prater,Min,0
2013,DEF,Brandon Flowers,KC,1
2013,DEF,Da'Norris Searcy,Buf,3.5
2013,DEF,Dawan Landry,NYJ,1
2013,DEF,Shareece Wright,SD,0
2013,DEF,Nate Allen,Phi,1
2013,DEF,Corey White,NO,0
2013,DEF,Husain Abdullah,KC,0.5
2013,DEF,Leonard Johnson,TB,0
2013,DEF,Brandon Browner,Sea,0
2013,DEF,Khaseem Greene,Chi,0
2013,DEF,Terrell Thomas,NYG,1
2013,DEF,Osi Umenyiora,Atl,7.5
2013,DEF,Sean Weatherspoon,Atl,0
2013,DEF,Tavon Wilson,NE,0
2013,DEF,Matt Giordano,Stl,0
2013,DEF,Ryan Mundy,NYG,1
2013,DEF,Alec Ogletree,Stl,1.5
2013,DEF,Isaako Aaitui,Mia,0
2013,DEF,Isa Abdul-Quddus,NO,0
2013,DEF,John Abraham,Ari,11.5
2013,DEF,Sam Acho,Ari,1
2013,DEF,Emmanuel Acho,Phi,0
2013,DEF,Kyle Adams,Chi,0
2013,DEF,Michael Adams,TB,1
2013,DEF,Mike Adams,Pit,0
2013,DEF,Phillip Adams,Oak,0
2013,DEF,Jahleel Addae,SD,1
2013,DEF,Mario Addison,Car,2.5
2013,DEF,Danny Aiken,NE,0
2013,DEF,Victor Aiyewa,GB,0
2013,DEF,Seyi Ajirotutu,SD,0
2013,DEF,Frank Alexander,Car,1
2013,DEF,Lorenzo Alexander,Ari,0
2013,DEF,Jared Allen,Min,11.5
2013,DEF,Jeff Allen,KC,0
2013,DEF,Keenan Allen,SD,0
2013,DEF,Russell Allen,Jax,1
2013,DEF,Ryan Allen,NE,0
2013,DEF,Tyson Alualu,Jax,1.5
2013,DEF,Colt Anderson,Phi,0
2013,DEF,James Anderson,Chi,4
2013,DEF,Joseph Anderson,Chi,0
2013,DEF,Bryan Anger,Jax,0
2013,DEF,Ezekiel Ansah,Det,8
2013,DEF,Javier Arenas,Ari,1
2013,DEF,Ray-Ray Armstrong,Stl,0
2013,DEF,Jon Asamoah,KC,0
2013,DEF,Matt Asiata,Min,0
2013,DEF,Nnamdi Asomugha,SF,0
2013,DEF,Geno Atkins,Cin,6
2013,DEF,Josh Aubrey,Cle,0
2013,DEF,Marvin Austin,Mia,0
2013,DEF,Miles Austin,Dal,0
2013,DEF,Tavon Austin,Stl,0
2013,DEF,Jason Avant,Phi,0
2013,DEF,Cliff Avril,Sea,8
2013,DEF,Robert Ayers,Den,5.5
2013,DEF,Jason Babin,Jax,7.5
2013,DEF,Jonathan Babineaux,Atl,1
2013,DEF,Johnson Bademosi,Cle,0
2013,DEF,Allen Bailey,KC,1
2013,DEF,Champ Bailey,Den,0
2013,DEF,Dan Bailey,Dal,0
2013,DEF,Patrick Bailey,Ten,0
2013,DEF,Stedman Bailey,Stl,0
2013,DEF,Billy Bajema,Bal,0
2013,DEF,Chris Baker,Was,1
2013,DEF,Chase Baker,Min,0
2013,DEF,Doug Baldwin,Sea,0
2013,DEF,Montee Ball,Den,0
2013,DEF,Chris Banjo,GB,0
2013,DEF,Justin Bannan,Det,0
2013,DEF,Joe Banyard,Min,0
2013,DEF,Joe Barksdale,Stl,0
2013,DEF,Antwan Barnes,NYJ,2
2013,DEF,Khalif Barnes,Oak,0
2013,DEF,Nick Barnett,Was,0
2013,DEF,Gary Barnidge,Cle,0
2013,DEF,Sam Barrington,GB,0
2013,DEF,Joplo Bartu,Atl,3.5
2013,DEF,Daren Bates,Stl,0
2013,DEF,Jackie Battle,Ten,0
2013,DEF,Kelvin Beachum,Pit,0
2013,DEF,Zane Beadles,Den,0
2013,DEF,Cole Beasley,Dal,0
2013,DEF,William Beatty,NYG,0
2013,DEF,Steve Beauharnais,NE,0
2013,DEF,Joique Bell,Det,0
2013,DEF,Josh Bellamy,Was,0
2013,DEF,Nick Bellore,NYJ,0
2013,DEF,Marcus Benard,Ari,2.5
2013,DEF,Travis Benjamin,Cle,0
2013,DEF,Martellus Bennett,Chi,0
2013,DEF,Michael Bennett,Sea,8.5
2013,DEF,Dwight Bentley,Det,0
2013,DEF,Joe Berger,Min,0
2013,DEF,Giovani Bernard,Cin,0
2013,DEF,Davone Bess,Cle,0
2013,DEF,Justin Bethel,Ari,0
2013,DEF,Kroy Biermann,Atl,0
2013,DEF,Christo Bilukidi,Oak,1
2013,DEF,Bront Bird,SD,0
2013,DEF,Rob Bironas,Ten,0
2013,DEF,Desmond Bishop,Min,0
2013,DEF,Ahmad Black,TB,0
2013,DEF,Chase Blackburn,Car,0
2013,DEF,Justin Blackmon,Jax,0
2013,DEF,Valentino Blake,Pit,0
2013,DEF,Robert Blanton,Min,0
2013,DEF,LeGarrette Blount,NE,0
2013,DEF,Brandon Bolden,NE,0
2013,DEF,Omar Bolden,Den,0
2013,DEF,Anquan Boldin,SF,0
2013,DEF,Michael Boley,Cin,0
2013,DEF,Clint Boling,Cin,0
2013,DEF,Alex Boone,SF,0
2013,DEF,Kevin Boothe,NYG,0
2013,DEF,Matt Bosher,Atl,0
2013,DEF,Brandon Bostick,GB,0
2013,DEF,Kyle Bosworth,Dal,0
2013,DEF,A.J. Bouye,Hou,0
2013,DEF,Dwayne Bowe,KC,0
2013,DEF,Stephen Bowen,Was,0
2013,DEF,Da'Quan Bowers,TB,1
2013,DEF,Josh Boyce,NE,0
2013,DEF,Josh Boyd,GB,0
2013,DEF,Jarrett Boykin,GB,0
2013,DEF,Allen Bradford,NYG,0
2013,DEF,Nigel Bradham,Buf,0
2013,DEF,Bryan Braman,Hou,0
2013,DEF,Alan Branch,Buf,0
2013,DEF,Andre Branch,Jax,6
2013,DEF,Tyvon Branch,Oak,1
2013,DEF,LaVon Brazill,Ind,0
2013,DEF,Aaron Brewer,Den,0
2013,DEF,Lance Briggs,Chi,3
2013,DEF,Beau Brinkley,Ten,0
2013,DEF,Jasper Brinkley,Ari,0
2013,DEF,Kenny Britt,Ten,0
2013,DEF,Richie Brockel,Car,0
2013,DEF,Michael Brockers,Stl,5.5
2013,DEF,Brandon Brooks,Hou,0
2013,DEF,Mic'hael Brooks,Sea,0
2013,DEF,Ron Brooks,Buf,0
2013,DEF,Everette Brown,Dal,1
2013,DEF,Andre Brown,NYG,0
2013,DEF,Jalil Brown,Ind,0
2013,DEF,Antonio Brown,Pit,0
2013,DEF,Jaron Brown,Ari,0
2013,DEF,Arthur Brown,Bal,0.5
2013,DEF,Marlon Brown,Bal,0
2013,DEF,Mike Brown,Jax,0
2013,DEF,Chykie Brown,Bal,0
2013,DEF,Sergio Brown,Ind,0
2013,DEF,Curtis Brown,Pit,0
2013,DEF,Tarell Brown,SF,0
2013,DEF,Donald Brown,Ind,0
2013,DEF,Vincent Brown,SD,0
2013,DEF,Duane Brown,Hou,0
2013,DEF,David Bruton,Den,0
2013,DEF,Armonty Bryant,Cle,2
2013,DEF,Corbin Bryant,Buf,1
2013,DEF,Desmond Bryant,Cle,3.5
2013,DEF,Dez Bryant,Dal,0
2013,DEF,Red Bryant,Sea,1.5
2013,DEF,Michael Buchanan,NE,2
2013,DEF,Randy Bullock,Hou,0
2013,DEF,Brodrick Bunkley,NO,0
2013,DEF,Nate Burleson,Det,0
2013,DEF,Kaelin Burnett,Oak,0
2013,DEF,Morgan Burnett,GB,0
2013,DEF,Miles Burris,Oak,0
2013,DEF,Brandon Burton,Buf,0
2013,DEF,Stephen Burton,Jax,0
2013,DEF,Josh Bush,NYJ,0
2013,DEF,Rafael Bush,NO,0
2013,DEF,Reggie Bush,Det,0
2013,DEF,Jermon Bushrod,Chi,0
2013,DEF,Crezdon Butler,SD,0
2013,DEF,Nate Byham,TB,0
2013,DEF,Josh Bynes,Bal,0
2013,DEF,Travaris Cadet,NO,0
2013,DEF,Andre Caldwell,Den,0
2013,DEF,Jordan Cameron,Cle,0
2013,DEF,Calais Campbell,Ari,9
2013,DEF,D.J. Campbell,Mia,0
2013,DEF,Tommie Campbell,Ten,0
2013,DEF,Marcus Cannon,NE,0
2013,DEF,Chris Canty,Bal,2
2013,DEF,Tank Carder,Cle,0
2013,DEF,Don Carey,Det,0
2013,DEF,John Carlson,Min,0
2013,DEF,Rashad Carmichael,Phi,0
2013,DEF,Dan Carpenter,Buf,0
2013,DEF,Alex Carrington,Buf,0
2013,DEF,Chris Carter,Pit,0
2013,DEF,David Carter,Dal,0
2013,DEF,Andre Carter,NE,2
2013,DEF,Bruce Carter,Dal,2
2013,DEF,James Casey,Phi,0
2013,DEF,Jurrell Casey,Ten,10.5
2013,DEF,Jonathan Casillas,TB,0
2013,DEF,Matt Cassel,Min,0
2013,DEF,Mike Catapano,KC,1
2013,DEF,Brent Celek,Phi,0
2013,DEF,Scott Chandler,Buf,0
2013,DEF,Josh Chapman,Ind,0
2013,DEF,Jamaal Charles,KC,0
2013,DEF,Orson Charles,Cin,0
2013,DEF,Stefan Charles,Buf,1
2013,DEF,Chimdi Chekwa,Oak,0
2013,DEF,Gosder Cherilus,Ind,0
2013,DEF,Chris Chester,Was,0
2013,DEF,Tashard Choice,Buf,0
2013,DEF,Patrick Chung,Phi,0
2013,DEF,Tyson Clabo,Mia,0
2013,DEF,Chris Clark,Den,0
2013,DEF,Dallas Clark,Bal,0
2013,DEF,Jeromey Clary,SD,0
2013,DEF,Charles Clay,Mia,0
2013,DEF,Adrian Clayborn,TB,5.5
2013,DEF,Chris Clemons,Sea,4.5
2013,DEF,Tyler Clutts,Dal,0
2013,DEF,Randall Cobb,GB,0
2013,DEF,Terrence Cody,Bal,0
2013,DEF,Barry Cofield,Was,2.5
2013,DEF,Landon Cohen,Dal,0
2013,DEF,Trent Cole,Phi,8
2013,DEF,Audie Cole,Min,1
2013,DEF,Colin Cole,Car,1
2013,DEF,Derrick Coleman,Sea,0
2013,DEF,Kurt Coleman,Phi,0
2013,DEF,Jamie Collins,NE,0
2013,DEF,Jed Collins,NO,0
2013,DEF,Nate Collins,Chi,1
2013,DEF,Willie Colon,NYJ,0
2013,DEF,Dustin Colquitt,KC,0
2013,DEF,Marques Colston,NO,0
2013,DEF,Sanders Commings,KC,0
2013,DEF,Will Compton,Was,0
2013,DEF,Jon Condo,Oak,0
2013,DEF,Kevin Cone,Atl,0
2013,DEF,Kavell Conner,Ind,0
2013,DEF,Dan Connor,NYG,0
2013,DEF,Matt Conrath,Stl,1
2013,DEF,Chris Cook,Min,0
2013,DEF,Jared Cook,Stl,0
2013,DEF,Riley Cooper,Phi,0
2013,DEF,Quinton Coples,NYJ,4.5
2013,DEF,Blake Costanzo,Chi,0
2013,DEF,Jerricho Cotchery,Pit,0
2013,DEF,Oniel Cousins,Cle,0
2013,DEF,Fletcher Cox,Phi,3
2013,DEF,Michael Cox,NYG,0
2013,DEF,Morgan Cox,Bal,0
2013,DEF,Perrish Cox,Sea,0
2013,DEF,Jack Crawford,Oak,0
2013,DEF,Joshua Cribbs,NYJ,0
2013,DEF,Jared Crick,Hou,0
2013,DEF,Da'Mon Cromartie-Smith,Pit,0
2013,DEF,Mason Crosby,GB,0
2013,DEF,Victor Cruz,NYG,0
2013,DEF,Jermelle Cudjo,Stl,0
2013,DEF,Jeff Cumberland,NYJ,0
2013,DEF,Billy Cundiff,Cle,0
2013,DEF,Benny Cunningham,Stl,0
2013,DEF,Vinny Curry,Phi,4
2013,DEF,Craig Dahl,SF,0
2013,DEF,Andy Dalton,Cin,0
2013,DEF,Owen Daniels,Hou,0
2013,DEF,Mike Daniels,GB,6.5
2013,DEF,Marcell Dareus,Buf,7.5
2013,DEF,Knile Davis,KC,0
2013,DEF,Troy Davis,NYJ,0
2013,DEF,Cody Davis,Stl,0
2013,DEF,Will Davis,Mia,0
2013,DEF,Drew Davis,Atl,0
2013,DEF,Kanorris Davis,NE,0
2013,DEF,Keyunta Dawson,NO,0.5
2013,DEF,Brandon Deaderick,Jax,0.5
2013,DEF,Larry Dean,Min,0
2013,DEF,David DeCastro,Pit,0
2013,DEF,Eric Decker,Den,0
2013,DEF,Thomas DeCoud,Atl,0
2013,DEF,Kenny Demens,Ari,0
2013,DEF,John Denney,Mia,0
2013,DEF,Akeem Dent,Atl,1.5
2013,DEF,Zak DeOssie,NYG,0
2013,DEF,Mike DeVito,KC,0
2013,DEF,Quinton Dial,SF,0
2013,DEF,Ed Dickson,Bal,0
2013,DEF,Zac Diles,Ten,0
2013,DEF,Jayson DiManche,Cin,0
2013,DEF,Patrick DiMarco,Atl,0
2013,DEF,Anthony Dixon,SF,0
2013,DEF,Demarcus Dobbs,SF,0
2013,DEF,Aaron Dobson,NE,0
2013,DEF,James Dockery,Car,0
2013,DEF,Darnell Dockett,Ari,4.5
2013,DEF,Larry Donnell,NYG,0
2013,DEF,Jon Dorenbos,Phi,0
2013,DEF,Glenn Dorsey,SF,2
2013,DEF,Tandon Doss,Bal,0
2013,DEF,Demar Dotson,TB,0
2013,DEF,Harry Douglas,Atl,0
2013,DEF,Leger Douzable,NYJ,1.5
2013,DEF,Marcus Dowtin,NYG,0
2013,DEF,Jack Doyle,Ind,0
2013,DEF,Jim Dray,Ari,0
2013,DEF,Joel Dreessen,Den,0
2013,DEF,Elvis Dumervil,Bal,9.5
2013,DEF,Jo-Lonn Dunbar,Stl,0
2013,DEF,Carlos Dunlap,Cin,7.5
2013,DEF,Justin Durant,Dal,0
2013,DEF,Kris Durham,Det,0
2013,DEF,Tony Dye,Cin,0
2013,DEF,Marcus Easley,Buf,0
2013,DEF,Jeremy Ebert,Jax,0
2013,DEF,Nate Ebner,NE,0
2013,DEF,Andrew Economos,TB,0
2013,DEF,Dwan Edwards,Car,3
2013,DEF,Lavar Edwards,Ten,0
2013,DEF,Tyler Eifert,Cin,0
2013,DEF,Andre Ellington,Ari,0
2013,DEF,Kenrick Ellis,NYJ,0
2013,DEF,Rhett Ellison,Min,0
2013,DEF,Larry English,SD,2.5
2013,DEF,Gavin Escobar,Dal,0
2013,DEF,Darius Eubanks,Cle,0
2013,DEF,Fred Evans,Min,0
2013,DEF,Josh Evans,Jax,0
2013,DEF,Nick Fairley,Det,6
2013,DEF,Paul Fanaika,Ari,0
2013,DEF,Hebron Fangupo,Pit,0
2013,DEF,Heath Farwell,Sea,0
2013,DEF,Jay Feely,Ari,0
2013,DEF,D'Brickashaw Ferguson,NYJ,0
2013,DEF,Tony Fiammetta,Chi,0
2013,DEF,Brandon Fields,Mia,0
2013,DEF,Jermichael Finley,GB,0
2013,DEF,Eric Fisher,KC,0
2013,DEF,Larry Fitzgerald,Ari,0
2013,DEF,Joe Flacco,Bal,0
2013,DEF,Coby Fleener,Ind,0
2013,DEF,Dane Fletcher,NE,2
2013,DEF,London Fletcher,Was,2
2013,DEF,Michael Floyd,Ari,0
2013,DEF,Sharrif Floyd,Min,2.5
2013,DEF,Andre Fluellen,Det,0
2013,DEF,Matt Flynn,GB,0
2013,DEF,Moise Fokou,Ten,1
2013,DEF,Nick Foles,Phi,0
2013,DEF,Larry Foote,Pit,0
2013,DEF,Chase Ford,Min,0
2013,DEF,Michael Ford,Chi,0
2013,DEF,Marcus Forston,NE,0
2013,DEF,Matt Forte,Chi,0
2013,DEF,Glenn Foster,NO,3
2013,DEF,Ramon Foster,Pit,0
2013,DEF,Eric Frampton,NO,0
2013,DEF,Robert Francois,GB,0
2013,DEF,Orlando Franklin,Den,0
2013,DEF,Aubrayo Franklin,Ind,0
2013,DEF,Jerry Franklin,Chi,0
2013,DEF,Johnathan Franklin,GB,0
2013,DEF,Travis Frederick,Dal,0
2013,DEF,Doug Free,Dal,0
2013,DEF,Dwight Freeney,SD,0.5
2013,DEF,Jonathan Freeny,Mia,0
2013,DEF,Isaiah Frey,Chi,0
2013,DEF,Sione Fua,Den,0
2013,DEF,Andrew Gachkar,SD,0
2013,DEF,Thomas Gafford,KC,0
2013,DEF,Omar Gaither,Atl,0
2013,DEF,Junior Galette,NO,12
2013,DEF,Dylan Gandy,Det,0
2013,DEF,Pierre Garcon,Was,0
2013,DEF,Terence Garvin,Pit,0
2013,DEF,Edmond Gates,NYJ,0
2013,DEF,Antonio Gates,SD,0
2013,DEF,Clifton Geathers,Phi,0
2013,DEF,Kwame Geathers,SD,0
2013,DEF,Toby Gerhart,Min,0
2013,DEF,Brandon Ghee,Cin,0
2013,DEF,William Gholston,TB,2
2013,DEF,Gary Gibson,TB,0
2013,DEF,Wallace Gilberry,Cin,7.5
2013,DEF,Mike Gillislee,Mia,0
2013,DEF,Ted Ginn Jr.,Car,0
2013,DEF,Chris Givens,Stl,0
2013,DEF,Ka'Lial Glaud,TB,0
2013,DEF,Charles Godfrey,Car,1
2013,DEF,Brittan Golden,Ari,0
2013,DEF,Robert Golden,Pit,0
2013,DEF,Kedric Golston,Was,0
2013,DEF,DeJon Gomes,Det,0
2013,DEF,Tony Gonzalez,Atl,0
2013,DEF,Brett Goode,GB,0
2013,DEF,Najee Goode,Phi,1
2013,DEF,Tavares Gooden,Hou,0
2013,DEF,Zaviar Gooden,Ten,0
2013,DEF,Malliciah Goodman,Atl,0
2013,DEF,Mike Goodson,NYJ,0
2013,DEF,Marquise Goodwin,Buf,0
2013,DEF,Richard Gordon,KC,0
2013,DEF,Josh Gordon,Cle,0
2013,DEF,Danny Gorrer,TB,0
2013,DEF,Stephen Gostkowski,NE,0
2013,DEF,Gino Gradkowski,Bal,0
2013,DEF,Brandon Graham,Phi,3
2013,DEF,Jimmy Graham,NO,0
2013,DEF,T.J. Graham,Buf,0
2013,DEF,Larry Grant,Chi,0
2013,DEF,Cyrus Gray,KC,0
2013,DEF,MarQueis Gray,Cle,0
2013,DEF,John Greco,Cle,0
2013,DEF,Jonte Green,Det,0
2013,DEF,Ladarius Green,SD,0
2013,DEF,Virgil Green,Den,0
2013,DEF,A.J. Green,Cin,0
2013,DEF,Alexander Green,NYJ,0
2013,DEF,BenJarvus Green-Ellis,Cin,0
2013,DEF,Chris Greenwood,Det,0
2013,DEF,Steve Gregory,NE,1
2013,DEF,Jermaine Gresham,Cin,0
2013,DEF,Clint Gresham,Sea,0
2013,DEF,Everson Griffen,Min,5.5
2013,DEF,Robert Griffin III,Was,0
2013,DEF,Ryan Griffin,Hou,0
2013,DEF,Jonathan Grimes,Hou,0
2013,DEF,Rob Gronkowski,NE,0
2013,DEF,Jordan Gross,Car,0
2013,DEF,Quentin Groves,Cle,2
2013,DEF,Ben Grubbs,NO,0
2013,DEF,Letroy Guion,Min,1
2013,DEF,Andre Gurode,Oak,0
2013,DEF,Lawrence Guy,SD,0
2013,DEF,Winston Guy Jr.,Jax,1
2013,DEF,Saalim Hakim,NYJ,0
2013,DEF,Jakar Hamilton,Dal,0
2013,DEF,Johnathan Hankins,NYG,0
2013,DEF,James Hanna,Dal,0
2013,DEF,Parys Haralson,NO,3.5
2013,DEF,Clay Harbor,Jax,0
2013,DEF,Nick Hardwick,SD,0
2013,DEF,Greg Hardy,Car,15
2013,DEF,Chris Harper,GB,0
2013,DEF,Clark Harris,Cin,0
2013,DEF,David Harris,NYJ,2
2013,DEF,Dwayne Harris,Dal,0
2013,DEF,Josh Harris,Atl,0
2013,DEF,Mike Harris,Jax,0
2013,DEF,Brandon Harris,Hou,0
2013,DEF,Damon Harrison,NYJ,1
2013,DEF,Brian Hartline,Mia,0
2013,DEF,Mario Harvey,Ind,0
2013,DEF,Jason Hatcher,Dal,11
2013,DEF,Stanley Havili,Ind,0
2013,DEF,Andrew Hawkins,Cin,0
2013,DEF,Joe Hawley,Atl,0
2013,DEF,David Hawthorne,NO,3
2013,DEF,Nick Hayden,Dal,0
2013,DEF,Adam Hayward,TB,0
2013,DEF,Casey Hayward,GB,0
2013,DEF,Paul Hazel,Cle,0
2013,DEF,Johnny Hekker,Stl,0
2013,DEF,Roy Helu,Was,0
2013,DEF,Junior Hemingway,KC,0
2013,DEF,Alex Henery,Phi,0
2013,DEF,Chad Henne,Jax,0
2013,DEF,Todd Herremans,Phi,0
2013,DEF,Dan Herron,Ind,0
2013,DEF,Mark Herzlich,NYG,0
2013,DEF,Cameron Heyward,Pit,5
2013,DEF,Darrius Heyward-Bey,Ind,0
2013,DEF,Akiem Hicks,NO,4.5
2013,DEF,Dont'a Hightower,NE,1
2013,DEF,Jordan Hill,Sea,1.5
2013,DEF,Josh Hill,NO,0
2013,DEF,Michael Hill,TB,0
2013,DEF,Sammie Lee Hill,Ten,0
2013,DEF,Stephen Hill,NYJ,0
2013,DEF,Corey Hilliard,Det,0
2013,DEF,Peyton Hillis,NYG,0
2013,DEF,T.Y. Hilton,Ind,0
2013,DEF,Domenik Hixon,Car,0
2013,DEF,Gerald Hodges,Min,0
2013,DEF,Chris Hogan,Buf,0
2013,DEF,DeVonte Holloman,Dal,2
2013,DEF,Andre Holmes,Oak,0
2013,DEF,Lamar Holmes,Atl,0
2013,DEF,Santonio Holmes,NYJ,0
2013,DEF,Evander Hood,Pit,3
