Year,POS,Player,Team,Num,Yds,Avg,FC,Lg,TD
2016,PR,Richard Sherman,Sea,1,6,6,6,6,0
2016,PR,T.Y. Hilton,Ind,1,5,5,1,5,0
2016,PR,Pharoh Cooper,LA,5,5,1,3,6,0
2016,PR,Bryce Callahan,Chi,1,3,3,8,3,0
2016,PR,Bralon Addison,Chi,2,3,1.5,1,3,0
2016,PR,Marqise Lee,Jax,2,3,1.5,3,3,0
2016,PR,Lardarius Webb,Bal,2,3,1.5,3,3,0
2016,PR,Cole Beasley,Dal,3,3,1,9,3,0
2016,PR,Jairus Byrd,NO,1,2,2,9,2,0
2016,PR,Brandin Cooks,NO,1,2,2,0,2,0
2016,PR,Damarious Randall,GB,1,2,2,0,2,0
2016,PR,Jordan Poyer,Cle,2,2,1,3,2,0
2016,PR,Valentino Blake,Ten,1,1,1,0,1,0
2016,PR,Braxton Miller,Hou,1,1,1,0,1,0
2016,PR,Aqib Talib,Den,1,1,1,0,1,0
2016,PR,Phillip Dorsett,Ind,0,0,0,1,0,0
2016,PR,Shiloh Keo,Den,0,0,0,1,0,0
2016,PR,Walter Powell,Buf,0,0,0,1,0,0
2016,PR,Jordan Taylor,Den,0,0,0,1,0,0
2016,PR,D.J. Alexander,KC,1,0,0,0,0,0
2016,PR,Aaron Burbridge,SF,1,0,0,0,0,0
2016,PR,Quinton Dunbar,Was,1,0,0,0,0,0
2016,PR,Marwin Evans,GB,1,0,0,0,0,0
2016,PR,Josh Ferguson,Ind,1,0,0,0,0,0
2016,PR,De'Vante Harris,NO,1,0,0,0,0,0
2016,PR,Chandler Jones,Ari,1,0,0,0,0,0
2016,PR,Darryl Roberts,NYJ,1,0,0,0,0,0
2016,PR,Darryl Skrine,NYJ,1,0,0,0,0,0
2016,PR,Tramon Williams,Cle,1,0,0,4,0,0
,,,,,,,,,
